 (5.785040997318256772e-02+0.000000000000000000e+00j),  (6.045822790086610027e-02+0.000000000000000000e+00j),  (1.258972401011781705e-01+0.000000000000000000e+00j),  (2.487220660408898665e-01+0.000000000000000000e+00j),  (1.258977521563231783e-01-0.000000000000000000e+00j),  (6.045965381319425708e-02+0.000000000000000000e+00j),  (5.785040997318256772e-02+0.000000000000000000e+00j)
 (4.893186211123068396e-02+0.000000000000000000e+00j),  (5.569174369237532563e-02-0.000000000000000000e+00j),  (6.784804948585190787e-02+0.000000000000000000e+00j),  (1.224840395284149119e-01-0.000000000000000000e+00j),  (6.784752919294498308e-02+0.000000000000000000e+00j),  (5.569306656357067564e-02-0.000000000000000000e+00j),  (4.893186211123068396e-02+0.000000000000000000e+00j)
 (4.305865961597796221e-02-0.000000000000000000e+00j),  (4.336992372961726017e-02+0.000000000000000000e+00j),  (5.074928969306253396e-02-0.000000000000000000e+00j),  (5.316673198506139536e-02+0.000000000000000000e+00j),  (5.074591196752957500e-02-0.000000000000000000e+00j),  (4.336969283092048655e-02+0.000000000000000000e+00j),  (4.305865961597796221e-02-0.000000000000000000e+00j)
 (3.250259071093272029e-02+0.000000000000000000e+00j),  (3.401314592571375028e-02-0.000000000000000000e+00j),  (3.507265336677579254e-02+0.000000000000000000e+00j),  (3.789397401778692859e-02-0.000000000000000000e+00j),  (3.505910821748763062e-02+0.000000000000000000e+00j),  (3.400911326839481386e-02-0.000000000000000000e+00j),  (3.250259071093272029e-02+0.000000000000000000e+00j)
 (2.479077751229107410e-02-0.000000000000000000e+00j),  (2.463046029309392398e-02+0.000000000000000000e+00j),  (2.568016169176294897e-02-0.000000000000000000e+00j),  (2.559437484994354570e-02+0.000000000000000000e+00j),  (2.565651995064517979e-02-0.000000000000000000e+00j),  (2.461453197382867594e-02+0.000000000000000000e+00j),  (2.479077751229107410e-02-0.000000000000000000e+00j)
 (1.714624738874706220e-02+0.000000000000000000e+00j),  (1.749132201229327416e-02-0.000000000000000000e+00j),  (1.746657564247585184e-02+0.000000000000000000e+00j),  (1.785530100634622960e-02-0.000000000000000000e+00j),  (1.743628970756640889e-02+0.000000000000000000e+00j),  (1.746628715768790835e-02-0.000000000000000000e+00j),  (1.714624738874706220e-02+0.000000000000000000e+00j)
 (1.148139472473923284e-02-0.000000000000000000e+00j),  (1.139749788773268546e-02+0.000000000000000000e+00j),  (1.157628738721469541e-02-0.000000000000000000e+00j),  (1.147077878677482850e-02+0.000000000000000000e+00j),  (1.154201389040691514e-02-0.000000000000000000e+00j),  (1.136501619582699560e-02+0.000000000000000000e+00j),  (1.148139472473923284e-02-0.000000000000000000e+00j)
 (7.209378984188815308e-03+0.000000000000000000e+00j),  (7.296194776732859225e-03-0.000000000000000000e+00j),  (7.238606329135172102e-03+0.000000000000000000e+00j),  (7.302777403936447538e-03-0.000000000000000000e+00j),  (7.207051829307462888e-03+0.000000000000000000e+00j),  (7.262776628702026505e-03-0.000000000000000000e+00j),  (7.209378984188815308e-03+0.000000000000000000e+00j)
 (4.119993112413256400e-03-0.000000000000000000e+00j),  (4.096411135757537479e-03+0.000000000000000000e+00j),  (4.124383902997485508e-03-0.000000000000000000e+00j),  (4.080290165944772118e-03+0.000000000000000000e+00j),  (4.096933592787311076e-03-0.000000000000000000e+00j),  (4.067894209601526957e-03+0.000000000000000000e+00j),  (4.119993112413256400e-03-0.000000000000000000e+00j)
 (2.535353923879262329e-03+0.000000000000000000e+00j),  (2.558818816505655652e-03-0.000000000000000000e+00j),  (2.534281302243471343e-03+0.000000000000000000e+00j),  (2.542676206078292242e-03-0.000000000000000000e+00j),  (2.514946922994545919e-03+0.000000000000000000e+00j),  (2.537363063565253266e-03-0.000000000000000000e+00j),  (2.535353923879262329e-03+0.000000000000000000e+00j)
 (1.660066592244301099e-03-0.000000000000000000e+00j),  (1.654631306956317292e-03+0.000000000000000000e+00j),  (1.657809931013557586e-03-0.000000000000000000e+00j),  (1.643465549739238710e-03+0.000000000000000000e+00j),  (1.645720626341377456e-03-0.000000000000000000e+00j),  (1.641683012665755281e-03+0.000000000000000000e+00j),  (1.660066592244301099e-03-0.000000000000000000e+00j)
 (1.312595185624264391e-03+0.000000000000000000e+00j),  (1.322088916678623759e-03-0.000000000000000000e+00j),  (1.311096260935359133e-03+0.000000000000000000e+00j),  (1.315465877284151177e-03-0.000000000000000000e+00j),  (1.304740090418765770e-03+0.000000000000000000e+00j),  (1.314807036977111128e-03-0.000000000000000000e+00j),  (1.312595185624264391e-03+0.000000000000000000e+00j)
