 (5.846031455849211300e-02+0.000000000000000000e+00j),  (6.106274915689667571e-02+0.000000000000000000e+00j),  (1.264134330123186656e-01+0.000000000000000000e+00j),  (2.491233782041990252e-01+0.000000000000000000e+00j),  (1.264130078128170021e-01-0.000000000000000000e+00j),  (6.106586735159037771e-02+0.000000000000000000e+00j),  (5.846031455849211300e-02+0.000000000000000000e+00j)
 (4.965763847532350672e-02+0.000000000000000000e+00j),  (5.635630463631562115e-02-0.000000000000000000e+00j),  (6.844390759939247837e-02+0.000000000000000000e+00j),  (1.229330622067070361e-01-0.000000000000000000e+00j),  (6.844088774720209767e-02+0.000000000000000000e+00j),  (5.635977025327315593e-02-0.000000000000000000e+00j),  (4.965763847532350672e-02+0.000000000000000000e+00j)
 (4.379706683456800059e-02-0.000000000000000000e+00j),  (4.398047027243497803e-02+0.000000000000000000e+00j),  (5.141652208679714509e-02-0.000000000000000000e+00j),  (5.390715174535055942e-02+0.000000000000000000e+00j),  (5.139932505355697401e-02-0.000000000000000000e+00j),  (4.397562839916665384e-02+0.000000000000000000e+00j),  (4.379706683456800059e-02-0.000000000000000000e+00j)
 (3.260112701683971076e-02+0.000000000000000000e+00j),  (3.399015099864465678e-02-0.000000000000000000e+00j),  (3.503348666587845217e-02+0.000000000000000000e+00j),  (3.790091544620170089e-02-0.000000000000000000e+00j),  (3.498335185867794406e-02+0.000000000000000000e+00j),  (3.396615804454704290e-02-0.000000000000000000e+00j),  (3.260112701683971076e-02+0.000000000000000000e+00j)
 (2.372044165315279757e-02-0.000000000000000000e+00j),  (2.335405293056857373e-02+0.000000000000000000e+00j),  (2.437227376192886708e-02-0.000000000000000000e+00j),  (2.436592036019515073e-02+0.000000000000000000e+00j),  (2.429248084008167261e-02-0.000000000000000000e+00j),  (2.329407579037723330e-02+0.000000000000000000e+00j),  (2.372044165315279757e-02-0.000000000000000000e+00j)
 (1.445798002396571705e-02+0.000000000000000000e+00j),  (1.464055518418072403e-02-0.000000000000000000e+00j),  (1.457410078537299883e-02+0.000000000000000000e+00j),  (1.506274553603112812e-02-0.000000000000000000e+00j),  (1.448160413964473536e-02+0.000000000000000000e+00j),  (1.456121621919478047e-02-0.000000000000000000e+00j),  (1.445798002396571705e-02+0.000000000000000000e+00j)
 (7.478390799092403049e-03-0.000000000000000000e+00j),  (7.232983963598582124e-03+0.000000000000000000e+00j),  (7.365056394416051935e-03-0.000000000000000000e+00j),  (7.352124572437944948e-03+0.000000000000000000e+00j),  (7.275358618427309361e-03-0.000000000000000000e+00j),  (7.149995092589474417e-03+0.000000000000000000e+00j),  (7.478390799092403049e-03-0.000000000000000000e+00j)
 (2.468130480263307659e-03+0.000000000000000000e+00j),  (2.433984500126466863e-03-0.000000000000000000e+00j),  (2.352186614789322783e-03+0.000000000000000000e+00j),  (2.478000686974594132e-03-0.000000000000000000e+00j),  (2.284252543744804461e-03+0.000000000000000000e+00j),  (2.367702208557654828e-03-0.000000000000000000e+00j),  (2.468130480263307659e-03+0.000000000000000000e+00j)
 (-6.793796229789979529e-04+0.000000000000000000e+00j),  (-7.862831064576905702e-04+0.000000000000000000e+00j),  (-7.765580544175239817e-04+0.000000000000000000e+00j),  (-7.634867969107732256e-04+0.000000000000000000e+00j),  (-8.168845812269394423e-04+0.000000000000000000e+00j),  (-8.230757235649637394e-04+0.000000000000000000e+00j),  (-6.793796229789979529e-04+0.000000000000000000e+00j)
 (-1.960762353012738407e-03+0.000000000000000000e+00j),  (-1.987750410069423664e-03+0.000000000000000000e+00j),  (-2.016196054665607591e-03+0.000000000000000000e+00j),  (-1.974101788697326439e-03+0.000000000000000000e+00j),  (-2.031483960529839421e-03+0.000000000000000000e+00j),  (-2.001120070759795488e-03+0.000000000000000000e+00j),  (-1.960762353012738407e-03+0.000000000000000000e+00j)
 (-2.179481686185718529e-03+0.000000000000000000e+00j),  (-2.205857762799550391e-03+0.000000000000000000e+00j),  (-2.202954754446408581e-03+0.000000000000000000e+00j),  (-2.198255608609703520e-03+0.000000000000000000e+00j),  (-2.204853120976567847e-03+0.000000000000000000e+00j),  (-2.204900888996498467e-03+0.000000000000000000e+00j),  (-2.179481686185718529e-03+0.000000000000000000e+00j)
 (-2.162264526580197528e-03+0.000000000000000000e+00j),  (-2.169020799168347186e-03+0.000000000000000000e+00j),  (-2.176533364431120724e-03+0.000000000000000000e+00j),  (-2.158683113282276571e-03+0.000000000000000000e+00j),  (-2.173193871806607721e-03+0.000000000000000000e+00j),  (-2.162691572059229420e-03+0.000000000000000000e+00j),  (-2.162264526580197528e-03+0.000000000000000000e+00j)
